Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.4215,Sat Oct 06 06:55:00 +0000 2018,0.0,0.851,0.149,".@LindseyGrahamSC on @SenatorCollins' Kavanaugh remarks: ""I think she saved the Senate and the judiciary from slidi… https://t.co/8SBqjoRNzb",92,@FoxNews
0.0,Sat Oct 06 06:50:00 +0000 2018,0.0,1.0,0.0,Olympic swimmer Ryan Lochte to seek treatment for alcohol addiction: report https://t.co/xQ7xh1JHP4,93,@FoxNews
0.1531,Sat Oct 06 06:45:00 +0000 2018,0.0,0.89,0.11,"Police union leader blasts Van Dyke verdict, says it resulted from 'sham trial' https://t.co/pQzmbtzpB4",94,@FoxNews
0.0,Sat Oct 06 06:38:00 +0000 2018,0.0,1.0,0.0,America Speaks Out: @FoxNewsNight sent crews out in cities across the country Friday to ask whether the Kavanaugh c… https://t.co/Y31mWUpng4,95,@FoxNews
0.5574,Sat Oct 06 06:34:26 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/4Qes0jO9h8,96,@FoxNews
0.0,Sat Oct 06 06:31:00 +0000 2018,0.0,1.0,0.0,"Astros hit 4 HRs, down Indians 7-2 in ALDS opener https://t.co/Aau0aQUx0o",97,@FoxNews
-0.3182,Sat Oct 06 06:24:00 +0000 2018,0.163,0.837,0.0,".@KristySwansonXO: “I have a hard time understanding all these protests by women and the marches, and I don’t get i… https://t.co/ZCuy1Skw9n",98,@FoxNews
0.0,Sat Oct 06 06:17:00 +0000 2018,0.0,1.0,0.0,"HEADS UP: In advance of Fleet Week performances, Team Oracle aerobatics pilot Sean D. Tucker and the @USNavy Blue A… https://t.co/BHcFznt9pC",99,@FoxNews
0.6908,Sat Oct 06 06:10:00 +0000 2018,0.0,0.749,0.251,.@robertjeffress on Evangelicals supporting @POTUS: “No faith has ever done more to elevate the status of women tha… https://t.co/FSL0TLoF8K,100,@FoxNews
0.0,Sat Oct 06 18:15:06 +0000 2018,0.0,1.0,0.0,"3 New York Times reporters spent over a year digging through more than 100,000 pages of documents and chasing down… https://t.co/lMPwZ4Tmsu",1,@NYTimes
0.6222,Sat Oct 06 18:00:05 +0000 2018,0.0,0.815,0.185,Logic has become one of hip-hop’s most commercially successful artists by charting a path similar to Lil Wayne’s wh… https://t.co/kzIEpDMFia,2,@NYTimes
-0.2263,Sat Oct 06 17:59:10 +0000 2018,0.106,0.894,0.0,RT @SherylNYT: Protesters are massing at the Capitol before confirmation vote on Judge Brett M. Kavanaugh https://t.co/7Kn2UnlMpx,3,@NYTimes
0.0,Sat Oct 06 17:59:08 +0000 2018,0.0,1.0,0.0,"RT @SherylNYT: SPOTTED in the Capitol: Debra S. Katz and Lisa Banks, attorneys for Christine Blasey Ford, entering the Senate visitor's gal…",4,@NYTimes
-0.296,Sat Oct 06 17:45:08 +0000 2018,0.099,0.901,0.0,"RT @TomJolly: If you missed the @nytimes investigative report on @realDonaldTrump’s tax history, it will be available on newsstands in the…",5,@NYTimes
0.5574,Sat Oct 06 17:45:06 +0000 2018,0.0,0.854,0.146,"Once Brett Kavanaugh is sworn in, the Supreme Court will be more conservative than at any other time in modern hist… https://t.co/fB9ztHvxM7",6,@NYTimes
0.431,Sat Oct 06 17:30:03 +0000 2018,0.0,0.856,0.144,"For many Brazilians, this weekend's presidential elections have come down to who is the least bad option. https://t.co/I9E1xQDDwz",7,@NYTimes
0.1779,Sat Oct 06 17:15:09 +0000 2018,0.115,0.733,0.152,"In Opinion

Daniel Willingham writes: ""There’s no good scientific evidence that learning styles actually exist."" https://t.co/Sccnco85KO",8,@NYTimes
0.34,Sat Oct 06 17:00:06 +0000 2018,0.0,0.876,0.124,"Senators spent hours Friday night into Saturday morning giving speeches about Brett Kavanaugh, ahead of the expecte… https://t.co/SOldOZlqSg",9,@NYTimes
0.3612,Sat Oct 06 16:46:29 +0000 2018,0.0,0.865,0.135,"RT @NYTHealth: What does DNA look like? In the lab, the stuff resembles soggy cotton candy. https://t.co/I0tctMUqJE",10,@NYTimes
0.4588,Sat Oct 06 16:34:40 +0000 2018,0.0,0.88,0.12,"RT @katierogers: Complete FLOTUS answer to my q on Kavanaugh: She called him “highly qualified” and said “I’m glad Dr. Ford was heard, I’m…",11,@NYTimes
0.0,Sat Oct 06 16:34:20 +0000 2018,0.0,1.0,0.0,"RT @katierogers: MORE from FLOTUS, who told me she sometimes takes the president’s phone away. On his sharp words on Twitter: “I don’t alwa…",12,@NYTimes
-0.7346,Sat Oct 06 16:34:14 +0000 2018,0.274,0.61,0.116,RT @katierogers: “We need to help all of the victims no matter our opinions. I am against any kind of abuse or violence.” But FLOTUS would…,13,@NYTimes
0.0,Sat Oct 06 16:34:08 +0000 2018,0.0,1.0,0.0,RT @katierogers: NEW: FLOTUS just spoke for five minutes in front of the Sphinx. Touched on #MeToo. She said she thinks Kavanaugh is “highl…,14,@NYTimes
0.0,Sat Oct 06 16:30:05 +0000 2018,0.0,1.0,0.0,"In a blog post he now says was meant to be satirical, a Brooklyn professor wrote, “In the future, having committed… https://t.co/hryLUUaYQo",15,@NYTimes
0.0,Sat Oct 06 16:30:05 +0000 2018,0.0,1.0,0.0,"RT @NYTSports: ""I believe that you’re a hitter first and you’re a slugger second,"" J.D. Martinez said after his 3-run HR helped the Red Sox…",16,@NYTimes
0.0258,Sat Oct 06 16:15:07 +0000 2018,0.098,0.8,0.102,"The FDA is now approving the vaccine that protects against 9 strains of human papillomavirus, or HPV, for people up… https://t.co/dWRxb0AMfJ",17,@NYTimes
0.4019,Sat Oct 06 16:00:14 +0000 2018,0.0,0.876,0.124,"Have a question about healthy sex, what’s normal for your body or some other women’s health issue? Our editors are… https://t.co/R7vDJbokHs",18,@NYTimes
0.2023,Sat Oct 06 15:50:02 +0000 2018,0.158,0.644,0.198,"Review: ""A Star Is Born,"" starring Lady Gaga and Bradley Cooper, is a gorgeous heartbreaker https://t.co/w54WWSkDJ2",19,@NYTimes
0.2023,Sat Oct 06 15:35:04 +0000 2018,0.0,0.909,0.091,"To understand why Columbus and Columbus Day remain important to Italian-Americans, they say it is necessary to reme… https://t.co/2L5EugxDii",20,@NYTimes
-0.34,Sat Oct 06 15:20:06 +0000 2018,0.103,0.897,0.0,"Moments after the gavel sounded on the $1.4 million sale of the Banksy artwork, an alarm sounded and it slipped thr… https://t.co/DnbgLEH4BJ",21,@NYTimes
-0.6597,Sat Oct 06 15:04:04 +0000 2018,0.27,0.652,0.078,"During a critical point in the Vietnam War, a top U.S. military commander activated a plan to move tactical nuclear… https://t.co/b9tdUoxqit",22,@NYTimes
-0.0762,Sat Oct 06 14:49:45 +0000 2018,0.064,0.936,0.0,White House counsel Donald F. McGahn II reportedly told President Trump they could not legally order an unlimited F… https://t.co/dVRqI0VSLT,23,@NYTimes
-0.3412,Sat Oct 06 14:33:02 +0000 2018,0.124,0.876,0.0,"""If 'Seinfeld' was a show about nothing, 'The Good Place' is a show about everything — including, and especially, g… https://t.co/hIY5YWCyrR",24,@NYTimes
-0.6486,Sat Oct 06 14:16:03 +0000 2018,0.193,0.807,0.0,"For months, a reputed mobster has been pursued by someone who wanted him dead. On Thursday, outside a McDonald’s in… https://t.co/PGVGLHBhr3",25,@NYTimes
0.34,Sat Oct 06 14:00:14 +0000 2018,0.0,0.882,0.118,"Potentially for sale: $22 million in real estate, some purchased with the ill-gotten gains of Paul Manafort. Here's… https://t.co/39IRoEE4IR",26,@NYTimes
0.8625,Sat Oct 06 13:45:03 +0000 2018,0.0,0.652,0.348,A rare thing happened with the Nobel Prizes for physics and chemistry: Women won them. Here's the week in good news. https://t.co/9DywwIlL9s,27,@NYTimes
0.0,Sat Oct 06 13:30:10 +0000 2018,0.0,1.0,0.0,"What service animals can you bring on an Alaska Airlines flight? Dogs, cats and... miniature horses. https://t.co/KGzR0hsCnv",28,@NYTimes
0.6597,Sat Oct 06 13:15:04 +0000 2018,0.0,0.787,0.213,He once joked with friends he was still single because he was holding out for a supermodel. Then he actually fell i… https://t.co/KZLjd3lmgr,29,@NYTimes
0.0,Sat Oct 06 13:02:06 +0000 2018,0.0,1.0,0.0,"The NYT movie review of ""A Star Is Born"" https://t.co/zVFi9rmjtT",30,@NYTimes
0.0,Sat Oct 06 12:54:38 +0000 2018,0.0,1.0,0.0,Why Count All the Squirrels in Central Park? Why the Heck Not https://t.co/O149ZSDsI8,31,@NYTimes
-0.2263,Sat Oct 06 12:42:03 +0000 2018,0.091,0.909,0.0,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/HcyM9kgMvr",32,@NYTimes
0.6369,Sat Oct 06 12:22:04 +0000 2018,0.0,0.792,0.208,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/jsuiMVhaWj",33,@NYTimes
0.0,Sat Oct 06 12:02:10 +0000 2018,0.0,1.0,0.0,How to vote early in the 2018 midterm elections https://t.co/u7qJ60Adz5,34,@NYTimes
0.0,Sat Oct 06 11:47:03 +0000 2018,0.0,1.0,0.0,President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/WMtwcPbvMq,35,@NYTimes
0.4005,Sat Oct 06 11:42:02 +0000 2018,0.0,0.77,0.23,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/zMPWt4Yrv6",36,@NYTimes
0.0,Sat Oct 06 11:22:05 +0000 2018,0.0,1.0,0.0,"The man that the Danish government says swindled it out of $2 billion resides in a 10,000 square foot home in Dubai… https://t.co/KkwyeI7LXC",37,@NYTimes
0.8126,Sat Oct 06 11:02:04 +0000 2018,0.088,0.5,0.412,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/nZOFh4wCBt,38,@NYTimes
0.0,Sat Oct 06 10:31:11 +0000 2018,0.0,1.0,0.0,Here's everything you need to know for the midterm elections https://t.co/8k4PNToChW,39,@NYTimes
-0.6249,Sat Oct 06 10:14:49 +0000 2018,0.291,0.709,0.0,Nonfiction: Ben Fountain Takes a Tour Through Our Current Existential Crisis https://t.co/e807w5PDj9,40,@NYTimes
-0.8225,Sat Oct 06 10:00:36 +0000 2018,0.409,0.591,0.0,Cameroon on Brink of Civil War as English Speakers Recount ‘Unbearable’ Horrors https://t.co/ORTto6SBpY,41,@NYTimes
-0.7906,Sat Oct 06 09:53:01 +0000 2018,0.333,0.667,0.0,"An Infant Is Dead, Her Twin Is Injured, and Their Mother Is in Police Custody https://t.co/EfK0UOtMEN",42,@NYTimes
0.1779,Sat Oct 06 09:49:39 +0000 2018,0.0,0.898,0.102,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/MbmOAkR6oS,43,@NYTimes
0.0,Sat Oct 06 09:32:06 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: Bradley Cooper narrates a scene from ""A Star Is Born"" where Lady Gaga's star begins to rise https://t.co/4Ao7ufSNoJ",44,@NYTimes
0.0,Sat Oct 06 09:29:03 +0000 2018,0.0,1.0,0.0,Danske Bank Faces U.S. Inquiry Over Money Laundering https://t.co/leAVDuQD1H,45,@NYTimes
0.0,Sat Oct 06 09:07:00 +0000 2018,0.0,1.0,0.0,Taking a trip down California's Highway 1 — now reopened in its entirety https://t.co/tBVh2Hruxn,46,@NYTimes
0.0258,Sat Oct 06 08:49:33 +0000 2018,0.0,0.901,0.099,Nonfiction: How Do We Make the Long-Term Decisions That Matter? https://t.co/OfEg2CA1va,47,@NYTimes
0.2023,Sat Oct 06 08:42:10 +0000 2018,0.0,0.893,0.107,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mush… https://t.co/sUsVsQbGSM",48,@NYTimes
0.34,Sat Oct 06 08:24:43 +0000 2018,0.0,0.806,0.194,Our cybersecurity reporter @sheeraf explains how she safeguards her devices https://t.co/3WoDLIh7uk,49,@NYTimes
0.5106,Sat Oct 06 08:08:33 +0000 2018,0.0,0.732,0.268,"Montserrat Caballé, Revered Spanish Prima Donna, Dies at 85 https://t.co/UcwX6ktqrS",50,@NYTimes
0.6249,Sat Oct 06 08:06:59 +0000 2018,0.145,0.485,0.37,"How special education is failing T.J., a friendly 12-year-old boy, and many children like him https://t.co/xXTBg6rLsc",51,@NYTimes
0.0,Sat Oct 06 07:49:39 +0000 2018,0.0,1.0,0.0,"Cindy Sherman has recently taken to Instagram, where she has been producing a series of images utterly unlike anyth… https://t.co/lLfQrr7rrY",52,@NYTimes
-0.296,Sat Oct 06 07:32:04 +0000 2018,0.109,0.891,0.0,RT @nytimesworld: The president of Interpol has been reported missing by his wife after he traveled to China https://t.co/7LuAb3xOAV,53,@NYTimes
0.4404,Sat Oct 06 07:08:01 +0000 2018,0.0,0.813,0.187,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/fz7xFXzUbs",54,@NYTimes
0.0,Sat Oct 06 06:51:54 +0000 2018,0.0,1.0,0.0,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/yToDt22OEn,55,@NYTimes
-0.5009,Sat Oct 06 06:35:04 +0000 2018,0.146,0.854,0.0,"In this Ukrainian town, almost everyone speaks Hungarian. It offers another example of why it so difficult for Ukra… https://t.co/nGoyGSsKEA",56,@NYTimes
0.7351,Sat Oct 06 06:07:17 +0000 2018,0.0,0.721,0.279,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/GHT4G0EoyQ",57,@NYTimes
0.7096,Sat Oct 06 05:49:18 +0000 2018,0.0,0.688,0.312,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/XJclRYR6Zy",58,@NYTimes
-0.6369,Sat Oct 06 05:32:03 +0000 2018,0.243,0.66,0.097,RT @nytopinion: A vote for Brett Kavanaugh delivered a message to women who’ve suffered sexual assault: If the powerful can find a way to n…,59,@NYTimes
0.891,Sat Oct 06 05:03:02 +0000 2018,0.0,0.616,0.384,"The first time our correspondent met the Nobel Peace Prize winner Dr. Denis Mukwege, the doctor was performing arou… https://t.co/iCJ3HXIl9N",60,@NYTimes
0.0,Sat Oct 06 04:47:04 +0000 2018,0.0,1.0,0.0,"RT @marclacey: ""I flail, I gasp, and I make barbaric yawps—even though the pool I’m using is only four feet deep, even though I have a kick…",61,@NYTimes
0.4404,Sat Oct 06 04:33:16 +0000 2018,0.0,0.861,0.139,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/BWzvJNdjD7",62,@NYTimes
0.4019,Sat Oct 06 04:17:01 +0000 2018,0.0,0.876,0.124,Ford is in talks with Volkswagen about a broad partnership that could help turn around its ailing operations in Eur… https://t.co/b03SFMpgSC,63,@NYTimes
0.0,Sat Oct 06 04:08:57 +0000 2018,0.0,1.0,0.0,"Red Sox 5, Yankees 4 | Boston leads series, 1-0: Red Sox Hang On to Beat Yankees in Game 1 https://t.co/pRLiKEgjol",64,@NYTimes
-0.9081,Sat Oct 06 04:02:08 +0000 2018,0.388,0.612,0.0,After the Chicago police officer Jason Van Dyke was found guilty of second-degree murder in the death of Laquan McD… https://t.co/vVuZgucG6K,65,@NYTimes
0.3612,Sat Oct 06 03:55:05 +0000 2018,0.0,0.821,0.179,Want to share a confidential news tip with The New York Times? Here's how you do it: https://t.co/Q6c7hrPQd7 https://t.co/eaDV29QTst,66,@NYTimes
0.0,Sat Oct 06 03:47:03 +0000 2018,0.0,1.0,0.0,"RT @ByJamesWagner: What Alex Cora means to baseball (where there are few Latino managers), Boston (a city with a complicated past &amp; many Pu…",67,@NYTimes
0.0,Sat Oct 06 03:32:03 +0000 2018,0.0,1.0,0.0,Taking a trip down California's Highway 1 — now reopened in its entirety https://t.co/oGDHbTFeN8,68,@NYTimes
0.6428,Sat Oct 06 03:17:06 +0000 2018,0.048,0.745,0.207,"RT @nytpolitics: Senator Steve Daines probably won’t be needed to confirm Judge Kavanaugh to the Supreme Court, but he’s ready to leave his…",69,@NYTimes
0.0,Sat Oct 06 03:02:01 +0000 2018,0.0,1.0,0.0,Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/TLTNm4X7XC,70,@NYTimes
-0.7574,Sat Oct 06 02:47:01 +0000 2018,0.276,0.662,0.062,"Global warming is bringing the planet into an era of wilder, more dangerous rains with ruinous and long-lasting con… https://t.co/cTi2B2LWn6",71,@NYTimes
0.4939,Sat Oct 06 02:32:02 +0000 2018,0.0,0.868,0.132,"This simple change in the way you get out of your car can save lives — of cyclists, drivers and passengers. Here’s… https://t.co/1Xin36tgTB",72,@NYTimes
-0.3089,Sat Oct 06 02:17:01 +0000 2018,0.093,0.907,0.0,RT @nytopinion: Most Americans are not where this Senate majority is. They do not support President Trump. They do not approve of relentles…,73,@NYTimes
0.0,Sat Oct 06 02:02:01 +0000 2018,0.0,1.0,0.0,"The man that the Danish government says swindled it out of $2 billion resides in a 10,000 square foot home in Dubai… https://t.co/TjcEYEGDJg",74,@NYTimes
0.4939,Sat Oct 06 01:45:09 +0000 2018,0.0,0.792,0.208,Senator Susan Collins took to the Senate floor and delivered a 45-minute point-by-point defense of her support for… https://t.co/FDzRLUqY25,75,@NYTimes
0.2975,Sat Oct 06 01:30:03 +0000 2018,0.0,0.885,0.115,"To the right and left alike, Judge Kavanaugh’s nomination appears less like a final spasm of division — a sobering… https://t.co/jXFaMlvvFf",76,@NYTimes
0.4019,Sat Oct 06 01:17:05 +0000 2018,0.0,0.876,0.124,RT @nytpolitics: Senator Susan Collins delivered a speech on the Senate floor explaining her decision to support Judge Brett Kavanaugh’s co…,77,@NYTimes
0.0,Sat Oct 06 01:02:04 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AlQnsOMTpn,78,@NYTimes
-0.296,Sat Oct 06 00:47:02 +0000 2018,0.115,0.885,0.0,"Citing 6 recent inmate deaths, a Cleveland judge said he would release people accused of low-level crimes on their… https://t.co/DAwLd9yvf9",79,@NYTimes
0.4215,Sat Oct 06 00:32:06 +0000 2018,0.0,0.896,0.104,"The FDA approved an expansion of the age range for the HPV vaccine, so it can now be used in people ages 27 through… https://t.co/BLhkyefPiQ",80,@NYTimes
-0.8271,Sat Oct 06 00:17:02 +0000 2018,0.325,0.675,0.0,RT @marclacey: Here's how rare it is for a police officer to face prison for killing a black person: https://t.co/S6IekxiOck,81,@NYTimes
0.0,Sat Oct 06 00:02:05 +0000 2018,0.0,1.0,0.0,"At Babe Ruth's resting place, cemetery workers find ⚾🌭🍕🍻 and more https://t.co/DEHsWhJK7b",82,@NYTimes
0.0,Fri Oct 05 23:51:01 +0000 2018,0.0,1.0,0.0,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYRF1UVP,83,@NYTimes
0.0,Fri Oct 05 23:47:01 +0000 2018,0.0,1.0,0.0,"From our On Politics newsletter: If Senator Lisa Murkowski is unique, perhaps it’s because her home state’s politic… https://t.co/RjLpBeHjyP",84,@NYTimes
-0.7269,Fri Oct 05 23:32:06 +0000 2018,0.244,0.756,0.0,No time to wait for your phone to charge up? No problem — these tips will get you the most battery power in the lea… https://t.co/MPzov0YfKW,85,@NYTimes
0.8591,Fri Oct 05 23:17:03 +0000 2018,0.0,0.698,0.302,RT @nytvideo: “The world has started listening to women.” Two activists were awarded the 2018 Nobel Peace Prize for their work to end the u…,86,@NYTimes
0.4019,Fri Oct 05 23:02:07 +0000 2018,0.065,0.791,0.144,"In 2015, Leon Lederman, a Nobel Prize-winning physicist, had to sell his medal for $765,000 to pay medical bills https://t.co/NyHdAoLFZ4",87,@NYTimes
0.0,Fri Oct 05 22:47:02 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/03lLEcTPTO,88,@NYTimes
0.4019,Fri Oct 05 22:36:04 +0000 2018,0.0,0.876,0.124,"RT @TomJolly: Here’s a look at the special section coming in the Sunday @nytimes, reprinting the two investigative stories on ⁦@realDonaldT…",89,@NYTimes
0.2263,Fri Oct 05 22:32:04 +0000 2018,0.0,0.863,0.137,Here's a list of early voting dates for the states that allow it https://t.co/SNqAUsnLNe,90,@NYTimes
0.1531,Fri Oct 05 22:17:02 +0000 2018,0.091,0.761,0.149,RT @MitchKSmith: Some jurors are now talking to reporters about the verdict. It sounds like the disagreement was on whether to convict on f…,91,@NYTimes
-0.4215,Fri Oct 05 22:02:05 +0000 2018,0.149,0.851,0.0,Kerry James Marshall is exasperated by the potential sale of a public mural of his in Chicago https://t.co/vQngwgwTBs,92,@NYTimes
-0.8176,Fri Oct 05 21:41:03 +0000 2018,0.254,0.746,0.0,"RT @MitchKSmith: For the first time in nearly 50 years, a Chicago police officer has been convicted of murder. Jason Van Dyke is guilty of…",93,@NYTimes
0.8519,Fri Oct 05 21:20:04 +0000 2018,0.0,0.542,0.458,"RT @kimseverson: Dear Twitter,                              Here are the cookbooks we like best this season.                             Lo…",94,@NYTimes
0.5346,Fri Oct 05 21:12:06 +0000 2018,0.0,0.81,0.19,"RT @MitchKSmith: Joseph McMahon, the special prosecutor, calls it a “gratifying verdict.” He adds: “But we all know that this verdict does…",95,@NYTimes
0.8126,Fri Oct 05 21:07:59 +0000 2018,0.088,0.5,0.412,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/v8eOOGZT9d,96,@NYTimes
0.0,Fri Oct 05 21:00:21 +0000 2018,0.0,1.0,0.0,"The NYT review of ""A Star Is Born"" https://t.co/4xofqZKIud",97,@NYTimes
0.0,Fri Oct 05 20:45:05 +0000 2018,0.0,1.0,0.0,"RT @dagnysalas: Everything from @nytimes in one place on Brett Kavanaugh, how the Senate is voting and more https://t.co/vSNb9b9s8C",98,@NYTimes
0.5927,Fri Oct 05 20:35:03 +0000 2018,0.0,0.839,0.161,"Employers added only 134,000 jobs to their payrolls last month, but the numbers are better than that single data po… https://t.co/SZQTr6f3wN",99,@NYTimes
0.0,Fri Oct 05 20:25:06 +0000 2018,0.0,1.0,0.0,"RT @MitchKSmith: It is extraordinarily rare for a police officer to be convicted in an on-duty shooting. Last year, a series of closely wat…",100,@NYTimes
